time,FI,NO_1,NO_2,NO_3,NO_4,NO_5,SE_1,SE_2,FR
2018-09-16 22:00:00,3293000.0,4967000.0,24926000.0,5509000.0,11485000.0,13502000.0,9209000.0,11078000.0,2632172.0
2018-09-23 22:00:00,3295000.0,5043000.0,25923000.0,5888000.0,12054000.0,13929000.0,9401000.0,11842000.0,2588940.0
2018-09-30 22:00:00,3254000.0,5015000.0,26082000.0,5962000.0,12141000.0,13949000.0,9505000.0,12052000.0,2533385.0
2018-10-07 22:00:00,3263000.0,5129000.0,26889000.0,6248000.0,12319000.0,14710000.0,9586000.0,12353000.0,2476781.0
2018-10-14 22:00:00,3267000.0,5191000.0,27127000.0,6489000.0,12871000.0,14930000.0,9834000.0,12519000.0,2504641.0
2018-10-21 22:00:00,3268000.0,5091000.0,27398000.0,6513000.0,12943000.0,14812000.0,9876000.0,12481000.0,2474033.0
2018-10-28 23:00:00,3239000.0,5002000.0,26812000.0,6492000.0,12728000.0,14507000.0,9793000.0,12331000.0,2418967.0
2018-11-04 23:00:00,3250000.0,4974000.0,26736000.0,6434000.0,12528000.0,14207000.0,9681000.0,12193000.0,2457273.0
2018-11-11 23:00:00,3276000.0,5095000.0,27032000.0,6421000.0,12580000.0,14092000.0,9612000.0,12431000.0,2472229.0
2018-11-18 23:00:00,3182000.0,4895000.0,26129000.0,6221000.0,12239000.0,13547000.0,9329000.0,12039000.0,2331922.0
2018-11-25 23:00:00,3131000.0,4672000.0,25460000.0,6026000.0,11919000.0,13055000.0,9020000.0,11516000.0,2227100.0
2018-12-02 23:00:00,3100000.0,4503000.0,24848000.0,5865000.0,11631000.0,12604000.0,8844000.0,11071000.0,2232914.0
2018-12-09 23:00:00,3000000.0,4252000.0,23827000.0,5636000.0,11216000.0,11975000.0,8556000.0,10393000.0,2230364.0
2018-12-16 23:00:00,2880000.0,4085000.0,23435000.0,6150000.0,11542000.0,11748000.0,8130000.0,9719000.0,2085932.0
2018-12-23 23:00:00,2774000.0,3921000.0,22877000.0,6022000.0,11315000.0,11330000.0,7819000.0,9272000.0,2164121.0
2018-12-30 23:00:00,2736000.0,3632000.0,21792000.0,5235000.0,10301000.0,10566000.0,7524000.0,8975000.0,2186488.0
2019-01-06 23:00:00,2667000.0,3467000.0,21081000.0,5140000.0,10032000.0,10190000.0,7183000.0,8595000.0,2055622.0
2019-01-13 23:00:00,2571000.0,3227000.0,20173000.0,4897000.0,9568000.0,9639000.0,6733000.0,8042000.0,1931241.0
2019-01-20 23:00:00,2413000.0,2925000.0,19046000.0,4553000.0,9086000.0,8943000.0,6235000.0,7381000.0,1750281.0
2019-01-27 23:00:00,2305000.0,2638000.0,18021000.0,4200000.0,8605000.0,8267000.0,5755000.0,6722000.0,1591274.0
2019-02-03 23:00:00,2240000.0,2380000.0,17279000.0,3858000.0,8149000.0,7686000.0,5372000.0,6172000.0,1474810.0
2019-02-10 23:00:00,2180000.0,2103000.0,16739000.0,3631000.0,7976000.0,7265000.0,5062000.0,5716000.0,1446619.0
2019-02-17 23:00:00,2094000.0,1816000.0,16382000.0,3425000.0,7841000.0,6868000.0,4718000.0,5214000.0,1319494.0
2019-02-24 23:00:00,1983000.0,1558000.0,16027000.0,3249000.0,7742000.0,6448000.0,4402000.0,4815000.0,1227480.0
2019-03-03 23:00:00,1893000.0,1344000.0,15552000.0,2962000.0,7462000.0,6001000.0,4082000.0,4372000.0,1161979.0
2019-03-10 23:00:00,1791000.0,1138000.0,15043000.0,2688000.0,7157000.0,5519000.0,3716000.0,3797000.0,1157528.0
2019-03-17 23:00:00,1752000.0,996000.0,14796000.0,2501000.0,6920000.0,5199000.0,3405000.0,3407000.0,1135050.0
2019-03-24 23:00:00,1674000.0,933000.0,14692000.0,2441000.0,6867000.0,4979000.0,3156000.0,3167000.0,1064149.0
2019-03-31 22:00:00,1604000.0,868000.0,14728000.0,2534000.0,7180000.0,4813000.0,2843000.0,2863000.0,984486.0
2019-04-07 22:00:00,1560000.0,752000.0,14154000.0,2236000.0,6914000.0,4377000.0,2556000.0,2418000.0,932025.0
2019-04-14 22:00:00,1597000.0,739000.0,13740000.0,2068000.0,6540000.0,4093000.0,2373000.0,2146000.0,921232.0
2019-04-21 22:00:00,1999000.0,1345000.0,15373000.0,2725000.0,6809000.0,4486000.0,2480000.0,3650000.0,1004280.0
2019-04-28 22:00:00,2487000.0,2099000.0,17120000.0,3307000.0,6950000.0,5181000.0,2771000.0,5473000.0,1112875.0
2019-05-05 22:00:00,2853000.0,2292000.0,17173000.0,3326000.0,6871000.0,5131000.0,2944000.0,6310000.0,1130279.0
2019-05-12 22:00:00,3399000.0,2605000.0,17624000.0,3586000.0,7066000.0,5364000.0,3251000.0,7328000.0,1254728.0
2019-05-19 22:00:00,3566000.0,3679000.0,19777000.0,4799000.0,7987000.0,6973000.0,3882000.0,9322000.0,1324928.0
2019-05-26 22:00:00,3730000.0,3901000.0,20527000.0,5062000.0,8475000.0,7452000.0,4500000.0,10416000.0,1481998.0
2019-06-02 22:00:00,3817000.0,4466000.0,22159000.0,6068000.0,9769000.0,9038000.0,5686000.0,11800000.0,1701147.0
2019-06-09 22:00:00,3877000.0,4730000.0,23412000.0,6631000.0,11080000.0,10055000.0,7262000.0,12706000.0,1959725.0
2019-06-16 22:00:00,3905000.0,4781000.0,24329000.0,7082000.0,12179000.0,10782000.0,8442000.0,13371000.0,2172242.0
2019-06-23 22:00:00,3896000.0,4768000.0,24747000.0,7232000.0,13073000.0,11193000.0,9308000.0,13579000.0,2394994.0
2019-06-30 22:00:00,3892000.0,4769000.0,25177000.0,7518000.0,13595000.0,11672000.0,9901000.0,13641000.0,2572658.0
2019-07-07 22:00:00,3832000.0,4707000.0,25009000.0,7462000.0,14002000.0,11641000.0,10293000.0,13468000.0,2673159.0
2019-07-14 22:00:00,3758000.0,4709000.0,24910000.0,7415000.0,14245000.0,11767000.0,10524000.0,13226000.0,2690219.0
2019-07-21 22:00:00,3656000.0,4772000.0,25094000.0,7455000.0,14734000.0,12146000.0,10881000.0,13045000.0,2697155.0
2019-07-28 22:00:00,3531000.0,4743000.0,25012000.0,7389000.0,14798000.0,12216000.0,10981000.0,12718000.0,2742271.0
2019-08-04 22:00:00,3454000.0,4733000.0,24976000.0,7281000.0,14719000.0,12223000.0,11036000.0,12438000.0,2749841.0
2019-08-11 22:00:00,3434000.0,5008000.0,25586000.0,7376000.0,14856000.0,12693000.0,11230000.0,12451000.0,2762882.0
2019-08-18 22:00:00,3383000.0,5087000.0,26605000.0,7433000.0,14952000.0,13121000.0,11405000.0,12471000.0,2777986.0
2019-08-25 22:00:00,3321000.0,5115000.0,26891000.0,7488000.0,15202000.0,13513000.0,11562000.0,12380000.0,2760250.0
2019-09-01 22:00:00,3246000.0,5225000.0,27378000.0,7495000.0,15341000.0,13760000.0,11707000.0,12443000.0,2718854.0
2019-09-08 22:00:00,3156000.0,5209000.0,28116000.0,7634000.0,15465000.0,14148000.0,11906000.0,12603000.0,
2019-09-15 22:00:00,3062000.0,5169000.0,28671000.0,8064000.0,15518000.0,14470000.0,11908000.0,13018000.0,2689334.0
2019-09-22 22:00:00,2947000.0,5169000.0,28630000.0,7951000.0,15390000.0,14404000.0,11877000.0,13093000.0,2650572.0
2019-09-29 22:00:00,2949000.0,5203000.0,28297000.0,7857000.0,15148000.0,14305000.0,11846000.0,12990000.0,2648638.0
2019-10-06 22:00:00,2924000.0,5162000.0,28534000.0,7681000.0,14821000.0,14275000.0,11677000.0,12778000.0,2625151.0
2019-10-13 22:00:00,2916000.0,5224000.0,28820000.0,7492000.0,14438000.0,14209000.0,11410000.0,12526000.0,2649054.0
2019-10-20 22:00:00,3001000.0,5306000.0,29131000.0,7504000.0,14258000.0,14414000.0,11228000.0,12642000.0,2771196.0
2019-10-27 23:00:00,3011000.0,5244000.0,28705000.0,7353000.0,13932000.0,14236000.0,10909000.0,12473000.0,2851394.0
2019-11-03 23:00:00,2971000.0,5033000.0,27765000.0,7008000.0,13363000.0,13743000.0,10589000.0,11943000.0,2986771.0
2019-11-10 23:00:00,3016000.0,4888000.0,26971000.0,6694000.0,12874000.0,13289000.0,10309000.0,11503000.0,2954760.0
2019-11-17 23:00:00,3066000.0,4875000.0,26330000.0,6418000.0,12388000.0,12870000.0,10012000.0,11192000.0,2792032.0
2019-11-24 23:00:00,3115000.0,4766000.0,25496000.0,6125000.0,11904000.0,12409000.0,9664000.0,10775000.0,2815568.0
2019-12-01 23:00:00,3152000.0,4657000.0,25010000.0,6046000.0,11704000.0,12141000.0,9345000.0,10612000.0,2815166.0
2019-12-08 23:00:00,3179000.0,4522000.0,24685000.0,5852000.0,11342000.0,11851000.0,8998000.0,10340000.0,2657645.0
2019-12-15 23:00:00,3178000.0,4336000.0,24225000.0,5597000.0,10802000.0,11456000.0,8629000.0,9938000.0,2652638.0
2019-12-22 23:00:00,3197000.0,4140000.0,23767000.0,5418000.0,10408000.0,11156000.0,8324000.0,9638000.0,2804309.0
2019-12-29 23:00:00,3235000.0,4012000.0,24273000.0,5588000.0,10657000.0,11211000.0,8308000.0,10027000.0,2780215.0
2020-01-05 23:00:00,3258000.0,3844000.0,24560000.0,5541000.0,10475000.0,11074000.0,8174000.0,10012000.0,2742325.0
2020-01-12 23:00:00,3262000.0,3718000.0,24476000.0,5285000.0,10149000.0,10810000.0,8059000.0,9680000.0,2652974.0
2020-01-19 23:00:00,3241000.0,3568000.0,24254000.0,5402000.0,10123000.0,10644000.0,7945000.0,9674000.0,2426891.0
2020-01-26 23:00:00,3237000.0,3390000.0,23819000.0,5189000.0,9817000.0,10265000.0,7749000.0,9428000.0,2194236.0
2020-02-02 23:00:00,3153000.0,3143000.0,23134000.0,4992000.0,9558000.0,9733000.0,7471000.0,8991000.0,2214084.0
2020-02-09 23:00:00,3094000.0,2966000.0,22764000.0,4775000.0,9305000.0,9368000.0,7194000.0,8537000.0,2174132.0
2020-02-16 23:00:00,3065000.0,2862000.0,22697000.0,4571000.0,9092000.0,9123000.0,6957000.0,8040000.0,2116585.0
2020-02-23 23:00:00,2969000.0,2570000.0,21859000.0,4206000.0,8684000.0,8643000.0,6583000.0,7363000.0,2008603.0
2020-03-01 23:00:00,2867000.0,2290000.0,20956000.0,3834000.0,8288000.0,8071000.0,6175000.0,6701000.0,1864482.0
2020-03-08 23:00:00,2757000.0,2054000.0,20269000.0,3596000.0,8047000.0,7615000.0,5890000.0,6059000.0,1816423.0
2020-03-15 23:00:00,2624000.0,1759000.0,19526000.0,3314000.0,7797000.0,7058000.0,5538000.0,5364000.0,1779274.0
2020-03-22 23:00:00,2470000.0,1523000.0,18645000.0,3058000.0,7561000.0,6560000.0,5254000.0,4755000.0,1763973.0
2020-03-29 22:00:00,2301000.0,1303000.0,17734000.0,2829000.0,7315000.0,5984000.0,4874000.0,4201000.0,1614814.0
2020-04-05 22:00:00,2183000.0,1155000.0,17034000.0,2672000.0,7146000.0,5508000.0,4522000.0,3712000.0,1513412.0
2020-04-12 22:00:00,2095000.0,1074000.0,16572000.0,2542000.0,6981000.0,5078000.0,4212000.0,3334000.0,1551504.0
2020-04-19 22:00:00,2076000.0,1170000.0,16320000.0,2380000.0,6740000.0,4675000.0,3891000.0,3362000.0,1670557.0
2020-04-26 22:00:00,2047000.0,1206000.0,15755000.0,2130000.0,6502000.0,4249000.0,3569000.0,3412000.0,1740867.0
2020-05-03 22:00:00,2174000.0,1250000.0,15293000.0,1946000.0,6333000.0,3862000.0,3291000.0,3567000.0,1977501.0
2020-05-10 22:00:00,2409000.0,1242000.0,14683000.0,1724000.0,6330000.0,3483000.0,3005000.0,3591000.0,2184713.0
2020-05-17 22:00:00,2754000.0,1443000.0,14950000.0,1691000.0,5921000.0,3416000.0,2926000.0,3897000.0,2355412.0
2020-05-24 22:00:00,3499000.0,2096000.0,16551000.0,2353000.0,6274000.0,3927000.0,3286000.0,5688000.0,2576537.0
2020-05-31 22:00:00,3865000.0,3217000.0,19087000.0,3684000.0,7396000.0,5269000.0,4263000.0,8774000.0,2698730.0
2020-06-07 22:00:00,3986000.0,4018000.0,21835000.0,4832000.0,8735000.0,7092000.0,5543000.0,11031000.0,2775806.0
2020-06-14 22:00:00,3982000.0,4740000.0,24597000.0,6345000.0,10480000.0,9603000.0,6861000.0,12808000.0,2837466.0
2020-06-21 22:00:00,3901000.0,5200000.0,27119000.0,7423000.0,12293000.0,11744000.0,8251000.0,13810000.0,2854415.0
2020-06-28 22:00:00,4027000.0,5310000.0,28699000.0,7755000.0,13531000.0,12728000.0,9365000.0,14165000.0,2972388.0
2020-07-05 22:00:00,4099000.0,5329000.0,29467000.0,7930000.0,14077000.0,13279000.0,9930000.0,14220000.0,3064947.0
2020-07-12 22:00:00,4072000.0,5386000.0,30083000.0,8109000.0,14954000.0,13971000.0,10610000.0,14175000.0,3087938.0
2020-07-19 22:00:00,4130000.0,5379000.0,30430000.0,8237000.0,15890000.0,14365000.0,11676000.0,14475000.0,3088372.0
2020-07-26 22:00:00,4128000.0,5584000.0,31825000.0,8461000.0,16690000.0,15301000.0,12519000.0,14599000.0,3100546.0
2020-08-02 22:00:00,4104000.0,5630000.0,32036000.0,8585000.0,17171000.0,15748000.0,12837000.0,14616000.0,3062108.0
2020-08-09 22:00:00,4002000.0,5578000.0,31652000.0,8515000.0,17483000.0,15806000.0,12855000.0,14293000.0,3013309.0
2020-08-16 22:00:00,3893000.0,5568000.0,31705000.0,8548000.0,17675000.0,16021000.0,12862000.0,13893000.0,2986398.0
2020-08-23 22:00:00,3804000.0,5515000.0,31613000.0,8491000.0,17824000.0,15882000.0,12766000.0,13443000.0,2955316.0
2020-08-30 22:00:00,3716000.0,5432000.0,31451000.0,8366000.0,17815000.0,15810000.0,12705000.0,13027000.0,2975651.0
2020-09-06 22:00:00,3667000.0,5417000.0,31941000.0,8452000.0,18166000.0,16156000.0,12679000.0,12902000.0,2929369.0
2020-09-13 22:00:00,3714000.0,5451000.0,31851000.0,8555000.0,18706000.0,16391000.0,12736000.0,12934000.0,2855432.0
2020-09-20 22:00:00,3750000.0,5574000.0,31848000.0,8737000.0,19263000.0,16459000.0,13183000.0,13380000.0,2821249.0
2020-09-27 22:00:00,3731000.0,5623000.0,31998000.0,8721000.0,19314000.0,16403000.0,13331000.0,13352000.0,2801270.0
2020-10-04 22:00:00,3736000.0,5858000.0,32525000.0,8561000.0,19321000.0,16371000.0,13553000.0,13509000.0,2964842.0
2020-10-11 22:00:00,3739000.0,5755000.0,31964000.0,8481000.0,19181000.0,15913000.0,13601000.0,13532000.0,3019708.0
2020-10-18 22:00:00,3789000.0,5735000.0,32053000.0,8334000.0,18858000.0,15650000.0,13507000.0,13378000.0,2956736.0
2020-10-25 23:00:00,3958000.0,5823000.0,32359000.0,8321000.0,18580000.0,15628000.0,13410000.0,13533000.0,3041148.0
2020-11-01 23:00:00,4104000.0,5919000.0,32986000.0,8545000.0,19016000.0,15956000.0,13688000.0,14455000.0,3088786.0
2020-11-08 23:00:00,4105000.0,5792000.0,32548000.0,8487000.0,19001000.0,15762000.0,13596000.0,14470000.0,3035130.0
2020-11-15 23:00:00,4210000.0,5907000.0,33388000.0,8599000.0,19074000.0,16283000.0,13603000.0,14562000.0,3012185.0
2020-11-22 23:00:00,4244000.0,5764000.0,33137000.0,8483000.0,18819000.0,16079000.0,13430000.0,14218000.0,2929262.0
2020-11-29 23:00:00,4236000.0,5613000.0,32388000.0,8231000.0,18453000.0,15534000.0,13284000.0,13744000.0,2674858.0
2020-12-06 23:00:00,4194000.0,5436000.0,31518000.0,7914000.0,17925000.0,14882000.0,13009000.0,13151000.0,2521048.0
2020-12-13 23:00:00,4171000.0,5265000.0,31082000.0,7654000.0,17391000.0,14402000.0,12773000.0,12629000.0,2454326.0
2020-12-20 23:00:00,4211000.0,5109000.0,30772000.0,7429000.0,16936000.0,13955000.0,12558000.0,12202000.0,2473628.0
2020-12-27 23:00:00,4210000.0,4873000.0,30004000.0,7068000.0,16340000.0,13305000.0,,,2532396.0
2021-01-03 23:00:00,4131000.0,4505000.0,28831000.0,6593000.0,15860000.0,12427000.0,11765000.0,10912000.0,2407326.0
2021-01-10 23:00:00,4011000.0,4146000.0,27682000.0,6167000.0,15282000.0,11589000.0,11336000.0,10225000.0,2081829.0
2021-01-17 23:00:00,3917000.0,3888000.0,26875000.0,5775000.0,14763000.0,10939000.0,10944000.0,9642000.0,1924342.0
2021-01-24 23:00:00,3796000.0,3544000.0,25490000.0,5311000.0,14097000.0,10004000.0,10453000.0,8867000.0,1772556.0
2021-01-31 23:00:00,3627000.0,3195000.0,24358000.0,4917000.0,13577000.0,9289000.0,9993000.0,8089000.0,1859154.0
2021-02-07 23:00:00,3432000.0,2834642.0,23056454.0,4532192.0,13059254.0,8421021.0,9520000.0,7372000.0,1726279.0
2021-02-14 23:00:00,3272000.0,2581663.0,21997976.0,4169409.0,12484080.0,7744098.0,9118000.0,6630000.0,1533892.0
2021-02-21 23:00:00,3149670.0,2335855.0,21946082.0,4061840.0,12168116.0,7425593.0,8765000.0,6110000.0,1515570.0
2021-02-28 23:00:00,3019940.0,2083371.0,21028490.0,4009921.0,12016703.0,6846774.0,8466000.0,5707000.0,1386764.0
2021-03-07 23:00:00,2837430.0,1846676.0,20238154.0,3792044.0,11631008.0,6311281.0,8050000.0,5105000.0,1176034.0
2021-03-14 23:00:00,2669970.0,1577887.0,19226018.0,3557218.0,11138321.0,5702933.0,7694000.0,4597000.0,1154107.0
2021-03-21 23:00:00,2526730.0,1378861.0,18510602.0,3464190.0,10912506.0,5273380.0,7436000.0,4270000.0,994654.0
2021-03-28 22:00:00,2489080.0,1302957.0,19236426.0,3418608.0,10793146.0,5178739.0,7167000.0,4140000.0,961615.0
2021-04-04 22:00:00,2494370.0,1199507.0,18807148.0,3292723.0,10568437.0,4842626.0,6835000.0,3853000.0,998746.0
2021-04-11 22:00:00,2480230.0,1065076.0,17774482.0,3037321.0,10213647.0,4320127.0,6459000.0,3442000.0,917246.0
2021-04-18 22:00:00,2659820.0,1030606.0,17054616.0,2892296.0,9869152.0,3987070.0,6282000.0,3537000.0,874649.0
2021-04-25 22:00:00,2813750.0,942838.0,16014055.0,2575016.0,9430753.0,3508283.0,5912000.0,3322000.0,940614.0
2021-05-02 22:00:00,2933000.0,900727.0,15307387.0,2322901.0,9002148.0,3203545.0,5631000.0,3125000.0,1047965.0
2021-05-09 22:00:00,3368040.0,1507029.0,16336393.0,2661679.0,8875816.0,3488039.0,5617000.0,4429000.0,1231647.0
2021-05-16 22:00:00,4136210.0,2428228.0,17608678.0,3391021.0,9451632.0,3995016.0,6481000.0,7261000.0,1413451.0
2021-05-23 22:00:00,4435490.0,3090310.0,19202970.0,4080053.0,9957260.0,4821520.0,7127000.0,8944000.0,1509465.0
2021-05-30 22:00:00,4487460.0,3655404.0,20513474.0,4884842.0,10968672.0,6139648.0,8064000.0,10216000.0,1628356.0
2021-06-06 22:00:00,4442360.0,4014420.0,21274230.0,5670071.0,12463595.0,7481579.0,9337000.0,11238000.0,1803076.0
2021-06-13 22:00:00,4401290.0,4270695.0,22198664.0,6275868.0,13581565.0,8674483.0,10067000.0,11874000.0,2002076.0
2021-06-20 22:00:00,4468870.0,4483009.0,22496276.0,6552980.0,14101644.0,9358414.0,10554000.0,12205000.0,2183321.0
2021-06-27 22:00:00,4351190.0,4491851.0,22168828.0,6561132.0,14534427.0,9777402.0,10653000.0,12022000.0,2310252.0
2021-07-04 22:00:00,4191590.0,4608737.0,22593482.0,6589808.0,15165255.0,10247931.0,10740000.0,11975000.0,2349488.0
2021-07-11 22:00:00,4018450.0,4626738.0,22376700.0,6518645.0,15706703.0,10434749.0,10653000.0,12022000.0,2463983.0
2021-07-18 22:00:00,3881630.0,4592937.0,21918842.0,6523738.0,16497990.0,10405496.0,10917000.0,11791000.0,2538196.0
2021-07-25 22:00:00,3812340.0,4767776.0,22100492.0,6438622.0,16634146.0,10734255.0,10909000.0,11533000.0,2549423.0
2021-08-01 22:00:00,3839930.0,4770941.0,21733852.0,6248826.0,16540253.0,10668628.0,10676000.0,11223000.0,2607829.0
2021-08-08 22:00:00,3840100.0,4758091.0,21386842.0,6193512.0,16609106.0,10618831.0,10529000.0,11020000.0,2658935.0
2021-08-15 22:00:00,3881110.0,4764530.0,20824464.0,6422321.0,16585445.0,10610691.0,10697000.0,11166000.0,2655591.0
2021-08-22 22:00:00,3857880.0,4687601.0,20106332.0,6511957.0,16579569.0,10457059.0,10755000.0,11209000.0,2612909.0
2021-08-29 22:00:00,3733870.0,4540749.0,19451478.0,6536635.0,16749786.0,10084646.0,10727000.0,11173000.0,2537592.0
2021-09-05 22:00:00,3646030.0,4400770.0,18824710.0,6631616.0,17049132.0,9898171.0,10744000.0,11201000.0,2471418.0
2021-09-12 22:00:00,3647910.0,4299813.0,18038686.0,6517640.0,16910808.0,9640594.0,10562000.0,10976000.0,2394175.0
2021-09-19 22:00:00,3584290.0,4221346.0,17738560.0,6514552.0,16829806.0,9743291.0,10543000.0,10981000.0,2361161.0
2021-09-26 22:00:00,3538380.0,4536315.0,18520440.0,6446807.0,16823012.0,10119081.0,10618000.0,11190000.0,2330764.0
2021-10-03 22:00:00,3563360.0,4823491.0,19095498.0,6495598.0,17086562.0,10558269.0,11067000.0,11829000.0,2373290.0
2021-10-10 22:00:00,3651460.0,4797228.0,19279940.0,6802077.0,17301106.0,10872155.0,11316000.0,12347000.0,2385992.0
2021-10-17 22:00:00,3738750.0,4776372.0,19533740.0,7066055.0,17207578.0,11126719.0,11357000.0,12513000.0,2356588.0
2021-10-24 22:00:00,3806260.0,4834643.0,20812436.0,7487797.0,17349360.0,11848757.0,11429000.0,12944000.0,2291919.0
2021-10-31 23:00:00,3946170.0,4934586.0,21583582.0,7456024.0,17304618.0,11839183.0,11498000.0,13370000.0,2349925.0
2021-11-07 23:00:00,3949390.0,4795096.0,21489808.0,7325281.0,17163148.0,11590639.0,11413000.0,13245000.0,2344289.0
2021-11-14 23:00:00,3928460.0,4682989.0,21624600.0,7323412.0,17059588.0,11555881.0,11340000.0,13062000.0,2216776.0
2021-11-21 23:00:00,3879820.0,4419441.0,20955286.0,7021428.0,16724346.0,11151909.0,11128000.0,12607000.0,2119853.0
2021-11-28 23:00:00,3829100.0,4143739.0,19906024.0,6705318.0,16274422.0,10482831.0,10744000.0,11896000.0,2024972.0
2021-12-05 23:00:00,3702150.0,3844118.0,18702742.0,6260775.0,15800947.0,9751508.0,10273000.0,11185000.0,2059628.0
2021-12-12 23:00:00,3643560.0,3616897.0,18201860.0,6224605.0,15600127.0,9480211.0,9973000.0,11008000.0,2010670.0
2021-12-19 23:00:00,3540990.0,3379601.0,17163376.0,6037506.0,15175818.0,8864417.0,9495000.0,10571000.0,1928190.0
2021-12-26 23:00:00,3447460.0,3204274.0,16810140.0,5688093.0,14610188.0,8631916.0,9056000.0,9994000.0,2029801.0
2022-01-02 23:00:00,3323570.0,2955197.0,16214535.0,5314677.0,14016788.0,8130917.0,8555000.0,9362000.0,2152112.0
2022-01-09 23:00:00,3208780.0,2754532.0,15749289.0,5423690.0,13656127.0,7834726.0,8371000.0,9222000.0,2137089.0
2022-01-16 23:00:00,3089970.0,2556285.0,15047132.0,5363892.0,13538984.0,7445563.0,8201000.0,8953000.0,1998118.0
2022-01-23 23:00:00,2966540.0,2388301.0,14733590.0,5186818.0,13288226.0,7172051.0,7985000.0,8644000.0,1817029.0
2022-01-30 23:00:00,2823530.0,2165300.0,14257951.0,4897580.0,12871465.0,6748563.0,7576000.0,8098000.0,1747271.0
2022-02-06 23:00:00,2708320.0,1980711.0,13791581.0,4603031.0,12475035.0,6368820.0,7359000.0,7622000.0,1729375.0
2022-02-13 23:00:00,2619100.0,1812166.0,13411681.0,4251595.0,11932218.0,5979667.0,6956000.0,6988000.0,1697421.0
2022-02-20 23:00:00,2466590.0,1587481.0,12707400.0,3909162.0,11400604.0,5373032.0,6584000.0,6389000.0,1739794.0
2022-02-27 23:00:00,2302710.0,1339030.0,11670216.0,3656158.0,11022183.0,4719615.0,6230000.0,5759000.0,1604668.0
2022-03-06 23:00:00,2127630.0,1130841.0,10660841.0,3360553.0,10611705.0,4200460.0,5866000.0,5081000.0,1420843.0
2022-03-13 23:00:00,2025290.0,952724.0,9575135.0,3083194.0,10217416.0,3709118.0,5615000.0,4514000.0,1375108.0
2022-03-20 23:00:00,1915720.0,798909.0,8703219.0,2860931.0,10028337.0,3235284.0,5391000.0,4177000.0,1369050.0
2022-03-27 22:00:00,1800010.0,680064.0,7900623.0,2638904.0,9647943.0,2785155.0,5006000.0,3786000.0,1334846.0
2022-04-03 22:00:00,1745560.0,580540.0,7293544.0,2338854.0,9172896.0,2477712.0,4737000.0,3398000.0,1197120.0
2022-04-10 22:00:00,1689690.0,485334.0,6593094.0,2040955.0,8666418.0,2061322.0,4371000.0,2929000.0,1229508.0
2022-04-17 22:00:00,1844180.0,596200.0,6588652.0,1912765.0,8298290.0,1942936.0,4130000.0,3038000.0,1338623.0
2022-04-24 22:00:00,2080680.0,718109.0,6334677.0,1844130.0,7930844.0,1688611.0,4029000.0,3291000.0,1380258.0
2022-05-01 22:00:00,2298610.0,806441.0,6335969.0,1849392.0,7711838.0,1624537.0,3998000.0,3632000.0,1418563.0
2022-05-08 22:00:00,3078050.0,1045616.0,7575908.0,2051040.0,7681000.0,1952616.0,4260000.0,4729000.0,1511294.0
2022-05-15 22:00:00,3635300.0,1347912.0,8397713.0,2328777.0,7706189.0,2302226.0,4526000.0,5881000.0,
2022-05-22 22:00:00,3863680.0,1982571.0,10289749.0,3358900.0,8790758.0,3405141.0,5517000.0,8229000.0,1954315.0
2022-05-29 22:00:00,3999490.0,2492802.0,11221400.0,4008874.0,10535574.0,4038100.0,7209000.0,10687000.0,2156969.0
